row,title,author,publisher,year,language,source,file
2759,Lenin,Ngai Ming Chi,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Lenin_PLACEHOLDER.jpg
2760,Li Yung Mines The Battlefield,Siu Chin Nam,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Li_Yung_Mines_The_Battlefield_PLACEHOLDER.jpg
2761,Logic Of Dialectism,Joseph Dietzgen,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Logic_Of_Dialectism_PLACEHOLDER.jpg
2762,Malaya,Shun Lo,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Malaya_PLACEHOLDER.jpg
2763,Man Yat To,Min Chi,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Man_Yat_To_PLACEHOLDER.jpg
2764,Marx,Ngai Ming Chi,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Marx_PLACEHOLDER.jpg
2765,Marxism & Poetry,George Donaldson,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Marxism_&_Poetry_PLACEHOLDER.jpg
2766,Materialism & Empirio Criticism,,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Materialism_&_Empirio_Criticism_PLACEHOLDER.jpg
2767,Materialistic Conception Of Love,,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Materialistic_Conception_Of_Love_PLACEHOLDER.jpg
2768,Merge Of Personal Interest And Public Interest In Age Of Socialism,,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Merge_Of_Personal_Interest_And_Public_Interest_In_Age_Of_Socialism_PLACEHOLDER.jpg
2769,Miscellaneous Talks On Soviet Russia,Mau Tun,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Miscellaneous_Talks_On_Soviet_Russia_PLACEHOLDER.jpg
2770,Modern History Of International Relations,Cheung Tit Sang,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Modern_History_Of_International_Relations_PLACEHOLDER.jpg
2771,Modern History Of World Democratic Movement,Landi,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Modern_History_Of_World_Democratic_Movement_PLACEHOLDER.jpg
2772,Mr. Short,,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Mr._Short_PLACEHOLDER.jpg
2773,New Discourse On Geomancy,Lo Chuen,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_New_Discourse_On_Geomancy_PLACEHOLDER.jpg
2774,1911 Revolution & Yuan Shi Kai,Lai Nai Ham,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_1911_Revolution_&_Yuan_Shi_Kai_PLACEHOLDER.jpg
2775,On Property Under Socialism,,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_On_Property_Under_Socialism_PLACEHOLDER.jpg
2776,On Stalin's Dialectic Msterialism & Historical Materialism,Merk B. Mitin,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_On_Stalin's_Dialectic_Msterialism_&_Historical_Materialism_PLACEHOLDER.jpg
2777,On Transition From Socialism To Communism,,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_On_Transition_From_Socialism_To_Communism_PLACEHOLDER.jpg
2778,On Ways Of Thought,Wu Shing,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_On_Ways_Of_Thought_PLACEHOLDER.jpg
2779,"Origin Of Family, Private Property And State",F. Engels,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,"covers/1951_Origin_Of_Family,_Private_Property_And_State_PLACEHOLDER.jpg"
2780,Outline Of Economic History Of The World,Pang Tik Sin,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Outline_Of_Economic_History_Of_The_World_PLACEHOLDER.jpg
2781,Outline Of Modern Economic Thought,Shum Chi Yuen,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Outline_Of_Modern_Economic_Thought_PLACEHOLDER.jpg
2782,Philippines,Leung Sheung Yeun,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Philippines_PLACEHOLDER.jpg
2783,Philosophical Foundation Of Social Science,Shum Chi Yuen,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Philosophical_Foundation_Of_Social_Science_PLACEHOLDER.jpg
2784,Post-War Capitalism,To Tai Yung,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Post-War_Capitalism_PLACEHOLDER.jpg
2785,Primary Education In Soviet Russia,,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Primary_Education_In_Soviet_Russia_PLACEHOLDER.jpg
2786,"Problem Of Post-War, Japan",Lau Sze Mo,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,"covers/1951_Problem_Of_Post-War,_Japan_PLACEHOLDER.jpg"
2787,Problems Of Thought,Central Drama Institution Of Peiping,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Problems_Of_Thought_PLACEHOLDER.jpg
2788,Reminiscences Of My Travels,To Fan,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Reminiscences_Of_My_Travels_PLACEHOLDER.jpg
2789,Russian Primer,Ho Ching,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Russian_Primer_PLACEHOLDER.jpg
2790,Science Of Money,Li Tat,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Science_Of_Money_PLACEHOLDER.jpg
2791,Second World War,Tsui Yen,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Second_World_War_PLACEHOLDER.jpg
2792,Selected Essays On Education By To Hang Chi,Fong Yu Yim,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Selected_Essays_On_Education_By_To_Hang_Chi_PLACEHOLDER.jpg
2793,Selected Literary Works Reader,Chuen Lun & Kot Kam,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Selected_Literary_Works_Reader_PLACEHOLDER.jpg
2794,Selections Of Philosphical Writings,Ngai Si Ki,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Selections_Of_Philosphical_Writings_PLACEHOLDER.jpg
2795,America's Coming Crisis,Kiu Muk,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_America's_Coming_Crisis_PLACEHOLDER.jpg
2796,Analysis Of America's Postwar Economics,Chan Yuen,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Analysis_Of_America's_Postwar_Economics_PLACEHOLDER.jpg
2797,Short History Of Literary Thought,Tsui Mau Yung,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Short_History_Of_Literary_Thought_PLACEHOLDER.jpg
2798,Analysis Of Capitalist Economy,Shum Chi Yuen,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Analysis_Of_Capitalist_Economy_PLACEHOLDER.jpg
2799,At The Foot Of The Hill,Tung Ping,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_At_The_Foot_Of_The_Hill_PLACEHOLDER.jpg
2800,Basic Characteristics Of Soviet Economic System,Karpovski,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Basic_Characteristics_Of_Soviet_Economic_System_PLACEHOLDER.jpg
2801,Basic Knowledge Of Literature,Yee Kwan,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Basic_Knowledge_Of_Literature_PLACEHOLDER.jpg
2802,Biography Of Lo Shun,Wong Sze Ching,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Biography_Of_Lo_Shun_PLACEHOLDER.jpg
2803,Burma,Yee Pui,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Burma_PLACEHOLDER.jpg
2804,Business Management & Professional Training,To Fam,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Business_Management_&_Professional_Training_PLACEHOLDER.jpg
2806,Talks On Industrial Revolution,Chin Yik Shek,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Talks_On_Industrial_Revolution_PLACEHOLDER.jpg
2807,Cheung Cho Purchases A Cow,Wong Ah Ping,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Cheung_Cho_Purchases_A_Cow_PLACEHOLDER.jpg
2808,Talks On Youth Cultivation,Chow Yuen Bing,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Talks_On_Youth_Cultivation_PLACEHOLDER.jpg
2809,Collection Of Family Letter's Of Lenin,,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Collection_Of_Family_Letter's_Of_Lenin_PLACEHOLDER.jpg
2810,Those Who Built Stalingrad,M Gorky,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Those_Who_Built_Stalingrad_PLACEHOLDER.jpg
2811,Developed Maiden Land,,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Developed_Maiden_Land_PLACEHOLDER.jpg
2812,Development Of Socialistic Ideology,Shum Chi Yuen,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Development_Of_Socialistic_Ideology_PLACEHOLDER.jpg
2813,Dialectic Materialism,Mart. B. Mitin,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Dialectic_Materialism_PLACEHOLDER.jpg
2814,Discourse On Economics,Tik Chin Pak,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Discourse_On_Economics_PLACEHOLDER.jpg
2815,Discourses On Soviet Literature,,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Discourses_On_Soviet_Literature_PLACEHOLDER.jpg
2816,Times Of Rising,Chow Yew Fuk,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Times_Of_Rising_PLACEHOLDER.jpg
2817,To Hang Chi,Mak Ching,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_To_Hang_Chi_PLACEHOLDER.jpg
2818,Engels On Capitalism,Translated By Cheung Hon Fu And Hui Tik Sun,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Engels_On_Capitalism_PLACEHOLDER.jpg
2819,Trade Unions In Soviet Union,,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Trade_Unions_In_Soviet_Union_PLACEHOLDER.jpg
2820,Feudalism,Kursminsky,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Feudalism_PLACEHOLDER.jpg
2821,Frederick Engels-Biography,Gustav Mayer,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Frederick_Engels-Biography_PLACEHOLDER.jpg
2822,Fundamental Problem Of Marxism,G.V. Plekhanov,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Fundamental_Problem_Of_Marxism_PLACEHOLDER.jpg
2823,General History Of Chinese Thought,"To San So, Hau Ngoi Lo And Kee Yuen Ping",Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_General_History_Of_Chinese_Thought_PLACEHOLDER.jpg
2824,On Eugenics & Racial Discrimination,Chow Kin Yan,Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_On_Eugenics_&_Racial_Discrimination_PLACEHOLDER.jpg
2825,On Method Of Thought,Lin Shu,Reading & Pub.Co.,1951,"[""Chinese""]",placeholder,covers/1951_On_Method_Of_Thought_PLACEHOLDER.jpg
2826,Heist The Model Flag,Tientsin General Labour Union,Readers' Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Heist_The_Model_Flag_PLACEHOLDER.jpg
2827,History Of Chinese Farmers Revolutionary Movement,Sung Yeung,Reader's Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_History_Of_Chinese_Farmers_Revolutionary_Movement_PLACEHOLDER.jpg
2828,How Apes Became Men,Compiled By Editors Of Readers Publishing Co.,Reader's Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_How_Apes_Became_Men_PLACEHOLDER.jpg
2829,Life Of Soviet Women,Compiled By Editors Of Readers Publishing Co.,Reader's Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Life_Of_Soviet_Women_PLACEHOLDER.jpg
2830,Life Of Soviet Workers,Compiled By Editors Of Readers Publishing Co.,Reader's Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Life_Of_Soviet_Workers_PLACEHOLDER.jpg
2831,"Marx, Engels, Lenin, Stalin And Mao On Problem Of Study",To Sing,Reader's Publishing Co.,1951,"[""Chinese""]",placeholder,"covers/1951_Marx,_Engels,_Lenin,_Stalin_And_Mao_On_Problem_Of_Study_PLACEHOLDER.jpg"
2832,Outline Of Study Of Imperialism,Leonchiev,Reader's Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Outline_Of_Study_Of_Imperialism_PLACEHOLDER.jpg
2833,Chart Of Evolution Of Socialism,Siu Tong,Reader's Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Chart_Of_Evolution_Of_Socialism_PLACEHOLDER.jpg
2834,Chart Of Structure Of Socialism,Siu Tong,Reader's Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Chart_Of_Structure_Of_Socialism_PLACEHOLDER.jpg
2835,Education And Life Of Children In Soviet Russia,Compiled By Editors Of Readers Publishing Co.,Reader's Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Education_And_Life_Of_Children_In_Soviet_Russia_PLACEHOLDER.jpg
2836,Red Star News,,"Propaganda Committee, M.C.P.",1951,"[""Chinese""]",placeholder,covers/1951_Red_Star_News_PLACEHOLDER.jpg
2837,Hupeh Literary Art,,Preparatory Committee Hupeh Cultural Federation,1951,"[""Chinese""]",placeholder,covers/1951_Hupeh_Literary_Art_PLACEHOLDER.jpg
2838,Front Line Correspondence,,Political Sect. Of 3Rd Regt. M.R.L.A.,1951,"[""Chinese""]",placeholder,covers/1951_Front_Line_Correspondence_PLACEHOLDER.jpg
2839,Fook Kwei,,Po Kap Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Fook_Kwei_PLACEHOLDER.jpg
2840,Most Distinguished Medal,Various Russian Authors,Ping Ming Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Most_Distinguished_Medal_PLACEHOLDER.jpg
2841,Aspects Of China's Anti- Japanese Struggle,Mao Tse Tung,People's Publishing House Ltd.,1951,"[""Chinese""]",placeholder,covers/1951_Aspects_Of_China's_Anti-_Japanese_Struggle_PLACEHOLDER.jpg
2842,People's News (Johore),,People's News Press,1951,"[""Chinese""]",placeholder,covers/1951_People's_News_(Johore)_PLACEHOLDER.jpg
2843,People's News (N. Perak),,People's News Agency,1951,"[""Chinese""]",placeholder,covers/1951_People's_News_(N._Perak)_PLACEHOLDER.jpg
2844,Chuan Min Fao (People's Newspaper),,People's Culture Co. Ltd.,1951,"[""Chinese""]",placeholder,covers/1951_Chuan_Min_Fao_(People's_Newspaper)_PLACEHOLDER.jpg
2845,People's Awakening News,,People's Awakening News Press,1951,"[""Chinese""]",placeholder,covers/1951_People's_Awakening_News_PLACEHOLDER.jpg
2846,Teachers Of Peiping,,Peiping Teachers Society,1951,"[""Chinese""]",placeholder,covers/1951_Teachers_Of_Peiping_PLACEHOLDER.jpg
2847,Call Of The People,,Office Of Seruan Ra'ayat,1951,"[""Chinese""]",placeholder,covers/1951_Call_Of_The_People_PLACEHOLDER.jpg
2848,"Chinese People, Unite",Kwo Chieh,Ocean Book Co.,1951,"[""Chinese""]",placeholder,"covers/1951_Chinese_People,_Unite_PLACEHOLDER.jpg"
2849,Discourses On Economics,Di Chao-Pai,New Knowledge Book Co.,1951,"[""Chinese""]",placeholder,covers/1951_Discourses_On_Economics_PLACEHOLDER.jpg
2850,Inauguration On Establishment Of People's Democratic Republic,,New Democratic Press,1951,"[""Chinese""]",placeholder,covers/1951_Inauguration_On_Establishment_Of_People's_Democratic_Republic_PLACEHOLDER.jpg
2851,"Ladies Of New China, No. 8",,New China Women's League,1951,"[""Chinese""]",placeholder,"covers/1951_Ladies_Of_New_China,_No._8_PLACEHOLDER.jpg"
2852,Brief History Of Social Development,Engels,New China Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Brief_History_Of_Social_Development_PLACEHOLDER.jpg
2853,Sun Shines On The Sanghai River,Ting Ling,New China Book Co.,1951,"[""Chinese""]",placeholder,covers/1951_Sun_Shines_On_The_Sanghai_River_PLACEHOLDER.jpg
2854,A.B.C. Of Historic Materialism,Mok Yim,New China Book Co.,1951,"[""Chinese""]",placeholder,covers/1951_A.B.C._Of_Historic_Materialism_PLACEHOLDER.jpg
2855,Monkey God,Chian Pin,Nenfang Bookstore,1951,"[""Chinese""]",placeholder,covers/1951_Monkey_God_PLACEHOLDER.jpg
2856,Before Entering The New Society,Huang Yu,Nan Kuo Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Before_Entering_The_New_Society_PLACEHOLDER.jpg
2857,Discourse On International Problems,Sarkey,Nan Hai Publishing Society,1951,"[""Chinese""]",placeholder,covers/1951_Discourse_On_International_Problems_PLACEHOLDER.jpg
2858,People's Democratic Dictatorship,,,1951,"[""Chinese""]",placeholder,covers/1951_People's_Democratic_Dictatorship_PLACEHOLDER.jpg
2859,Internals Of China,,,1951,"[""Chinese""]",placeholder,covers/1951_Internals_Of_China_PLACEHOLDER.jpg
2860,Logical Proof Of Materialism And Historical Materialism,,,1951,"[""Chinese""]",placeholder,covers/1951_Logical_Proof_Of_Materialism_And_Historical_Materialism_PLACEHOLDER.jpg
2861,Portrait Of Stalin,,,1951,"[""Chinese""]",placeholder,covers/1951_Portrait_Of_Stalin_PLACEHOLDER.jpg
2862,Readers For Workers,Labour Education Workers Union Of Shanghai,,1951,"[""Chinese""]",placeholder,covers/1951_Readers_For_Workers_PLACEHOLDER.jpg
2863,Red Light Press,,,1951,"[""Chinese""]",placeholder,covers/1951_Red_Light_Press_PLACEHOLDER.jpg
2864,Science For The Masses,,,1951,"[""Chinese""]",placeholder,covers/1951_Science_For_The_Masses_PLACEHOLDER.jpg
2865,Biography Of World's Greatest Soviet Writer,,Modern Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Biography_Of_World's_Greatest_Soviet_Writer_PLACEHOLDER.jpg
2866,Mysterious Universe,Chin Kang Sun,Man Kwong Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Mysterious_Universe_PLACEHOLDER.jpg
2867,Aesthetic Conception Of Marxism,,Man Kwong Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Aesthetic_Conception_Of_Marxism_PLACEHOLDER.jpg
2868,Lightening News,,Lightening Publishing Society,1951,"[""Chinese""]",placeholder,covers/1951_Lightening_News_PLACEHOLDER.jpg
2869,Short History Of International Relations Of Last Thirty Years,Shu Yen,Life Book Co.,1951,"[""Chinese""]",placeholder,covers/1951_Short_History_Of_International_Relations_Of_Last_Thirty_Years_PLACEHOLDER.jpg
2870,Discourse On World Political Geography,Chen Yuan,Life Book Co.,1951,"[""Chinese""]",placeholder,covers/1951_Discourse_On_World_Political_Geography_PLACEHOLDER.jpg
2871,Liberation Soldiers,,Liberation Soldiers Press,1951,"[""Chinese""]",placeholder,covers/1951_Liberation_Soldiers_PLACEHOLDER.jpg
2872,Sun Wah Monthly,Sun Wah Book Co.,Liberation Society,1951,"[""Chinese""]",placeholder,covers/1951_Sun_Wah_Monthly_PLACEHOLDER.jpg
2873,Chinese Workers Pictorial,All China Federation Of Labour,Liberation Society,1951,"[""Chinese""]",placeholder,covers/1951_Chinese_Workers_Pictorial_PLACEHOLDER.jpg
2874,Course Of Russian,,Liberation Society,1951,"[""Chinese""]",placeholder,covers/1951_Course_Of_Russian_PLACEHOLDER.jpg
2875,"Marx, Engels, Lenin & Stalin On Ways Of Thought",,Liberation Society,1951,"[""Chinese""]",placeholder,"covers/1951_Marx,_Engels,_Lenin_&_Stalin_On_Ways_Of_Thought_PLACEHOLDER.jpg"
2876,On People's Democratic Dictatorship,New China News Agency,Liberation Society,1951,"[""Chinese""]",placeholder,covers/1951_On_People's_Democratic_Dictatorship_PLACEHOLDER.jpg
2877,Political Economy,,Liberation Society,1951,"[""Chinese""]",placeholder,covers/1951_Political_Economy_PLACEHOLDER.jpg
2878,Red Flower Must Be Adorned With Green Leaves,"Harbin Railway Workers, Union",Liberation Society,1951,"[""Chinese""]",placeholder,covers/1951_Red_Flower_Must_Be_Adorned_With_Green_Leaves_PLACEHOLDER.jpg
2879,Atlas Bof The World,,Liberation Society,1951,"[""Chinese""]",placeholder,covers/1951_Atlas_Bof_The_World_PLACEHOLDER.jpg
2880,Outline On Study Of Materialism & Historical Materialism,Mi Ting,Liberation Press,1951,"[""Chinese""]",placeholder,covers/1951_Outline_On_Study_Of_Materialism_&_Historical_Materialism_PLACEHOLDER.jpg
2881,Liberation News,,Liberation Committee,1951,"[""Chinese""]",placeholder,covers/1951_Liberation_News_PLACEHOLDER.jpg
2882,Lenin News,,Lenin News Press,1951,"[""Chinese""]",placeholder,covers/1951_Lenin_News_PLACEHOLDER.jpg
2883,Little Sing Girl,Kot Cheung Lun,Kwong Mong Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Little_Sing_Girl_PLACEHOLDER.jpg
2884,People's Republic Of China,Fong Pak,Kwong Mong Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_People's_Republic_Of_China_PLACEHOLDER.jpg
2885,Revenge,,Kwong Mong Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Revenge_PLACEHOLDER.jpg
2886,Adventure Of Sea Leopard,Lida,Kwong Mong Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Adventure_Of_Sea_Leopard_PLACEHOLDER.jpg
2887,Get Rid Of Rich Families,Kot Cheung Lun,Kwong Mong Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Get_Rid_Of_Rich_Families_PLACEHOLDER.jpg
2888,Scientific Work In Soviet Union,Gennadi Fish,Kui Yin Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Scientific_Work_In_Soviet_Union_PLACEHOLDER.jpg
2889,New Conception Of Life,Yu Ming Wong,Knowledge Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_New_Conception_Of_Life_PLACEHOLDER.jpg
2890,On Socialism & Social History,Siu Tong,Knowledge Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_On_Socialism_&_Social_History_PLACEHOLDER.jpg
2891,Basic Problems Of Chinese Revolution,Wong Hueng Sing,Knowledge Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Basic_Problems_Of_Chinese_Revolution_PLACEHOLDER.jpg
2892,History Of Modern Dialectism,Shum Chi Yuen,Kang Wan Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_History_Of_Modern_Dialectism_PLACEHOLDER.jpg
2893,Reader Of Dialetic Materialism,Suen Wai Yan,International Knowledge Society,1951,"[""Chinese""]",placeholder,covers/1951_Reader_Of_Dialetic_Materialism_PLACEHOLDER.jpg
2894,History Of Thought In Ancient China,Hau Ngoi Lo,International Cultural Society,1951,"[""Chinese""]",placeholder,covers/1951_History_Of_Thought_In_Ancient_China_PLACEHOLDER.jpg
2895,Humanity News,,Humanity News Press,1951,"[""Chinese""]",placeholder,covers/1951_Humanity_News_PLACEHOLDER.jpg
2896,Hopeh Literary Arts,,Hopeh Literary Art Press,1951,"[""Chinese""]",placeholder,covers/1951_Hopeh_Literary_Arts_PLACEHOLDER.jpg
2897,People's Song & Music,,Harbin University Faculty Of Drama And Music,1951,"[""Chinese""]",placeholder,covers/1951_People's_Song_&_Music_PLACEHOLDER.jpg
2898,Freedom News,,"Freedom News (Publishing Society, Singapore)",1951,"[""Chinese""]",placeholder,covers/1951_Freedom_News_PLACEHOLDER.jpg
2899,Days And Nights,Simonev,Foreign Language Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Days_And_Nights_PLACEHOLDER.jpg
2900,Imperialism In Capitalism's Peak,Lenin,Foreign Language Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Imperialism_In_Capitalism's_Peak_PLACEHOLDER.jpg
2901,On Monopoly Of Food,Lenin,Foreign Language Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_On_Monopoly_Of_Food_PLACEHOLDER.jpg
2902,Proletariat Revolution & Kanstoky: Rebel Of Revolution,Lenin,Foreign Language Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Proletariat_Revolution_&_Kanstoky_Rebel_Of_Revolution_PLACEHOLDER.jpg
2903,Selections From Lenin,Lenin,Foreign Language Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Selections_From_Lenin_PLACEHOLDER.jpg
2904,People's China,,Foreign Language Press,1951,"[""Chinese""]",placeholder,covers/1951_People's_China_PLACEHOLDER.jpg
2905,First Flight,"Han Meng, Pan Sun",Equator Press,1951,"[""Chinese""]",placeholder,covers/1951_First_Flight_PLACEHOLDER.jpg
2906,Hungary,Lieboyakoff,Epoch Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Hungary_PLACEHOLDER.jpg
2907,Production Contest & Labour Discipline,Adreyev,Epoch Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Production_Contest_&_Labour_Discipline_PLACEHOLDER.jpg
2908,Bulgaria,Konstanchinoff,Epoch Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Bulgaria_PLACEHOLDER.jpg
2909,Czechoslovakia,Medviejiev,Epoch Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Czechoslovakia_PLACEHOLDER.jpg
2910,Factory With Three Medals,Colielik,Epoch Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Factory_With_Three_Medals_PLACEHOLDER.jpg
2911,Emancipation Series,,Emancipation Series Press,1951,"[""Chinese""]",placeholder,covers/1951_Emancipation_Series_PLACEHOLDER.jpg
2912,Lending Of The Red Lamp,,Education Pictorial Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Lending_Of_The_Red_Lamp_PLACEHOLDER.jpg
2913,Madame Curie,,Education Pictorial Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Madame_Curie_PLACEHOLDER.jpg
2914,Mrs. Cheung Lam,,Education Pictorial Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Mrs._Cheung_Lam_PLACEHOLDER.jpg
2915,Child Of The Brigade,,Education Pictorial Publishing Co.,1951,"[""Chinese""]",placeholder,covers/1951_Child_Of_The_Brigade_PLACEHOLDER.jpg
2916,"Meng Cheung Ying, Rise Up",,Education Pictorial Publishing Co.,1951,"[""Chinese""]",placeholder,"covers/1951_Meng_Cheung_Ying,_Rise_Up_PLACEHOLDER.jpg"
2917,Seven Blossoms,,Education Pictorial Pub. Co.,1951,"[""Chinese""]",placeholder,covers/1951_Seven_Blossoms_PLACEHOLDER.jpg
2918,Learner's Weekly..,,Editorial Cttee Of Snd Sect. 12Th Platoon,1951,"[""Chinese""]",placeholder,covers/1951_Learner's_Weekly_PLACEHOLDER.jpg
2919,Life Of Stalin,,Edited By Marx-Anglo-L. School. Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_Life_Of_Stalin_PLACEHOLDER.jpg
2920,History Of China-Brief Course,,Edited By Chinese History Research Assoc. Sam Luen Bookshop,1951,"[""Chinese""]",placeholder,covers/1951_History_Of_China-Brief_Course_PLACEHOLDER.jpg
